Month,Day,Hour,LC_RAININ,LC_DAILYRAIN,LC_WINDDIR,LC_WINDSPEED,LC_TEMP_QCL3
1,2,3,0.000195578231292517,6.8027210884353745e-06,-10.583333333333334,0.12418367346938775,11.943069361213634
1,2,4,2.380952380952381e-05,2.0408163265306123e-05,-8.32482993197279,0.18290816326530612,11.499384019416551
1,2,5,3.571428571428572e-05,2.551020408163265e-05,-20.787414965986393,0.32954081632653065,11.67261179453794
1,2,6,6.97278911564626e-05,6.462585034013606e-05,-8.34013605442177,0.30525510204081635,11.749412040678084
1,2,7,8.503401360544218e-05,0.00011734693877551022,13.460884353741497,0.32431972789115643,11.545422273402462
1,2,8,1.0204081632653061e-05,0.0001530612244897959,33.15986394557823,0.3647789115646259,11.565935890114051
1,2,9,4.421768707482993e-05,0.0001751700680272109,-10.255102040816327,0.6450680272108844,12.31121883453852
1,2,10,3.4013605442176872e-06,0.00022448979591836734,-40.04421768707483,0.8781632653061224,12.758914928430142
1,2,11,0.0,0.00022448979591836734,-43.61054421768708,0.8201700680272108,12.73470106886619
1,2,12,0.0,0.00022448979591836734,-39.45238095238095,0.775374149659864,12.897619647458411
1,2,13,5.102040816326531e-06,0.00023469387755102044,-42.85374149659864,0.9429931972789116,13.017726338633981
1,2,14,5.102040816326531e-06,0.00023469387755102044,-47.523809523809526,1.0516326530612246,13.310162409840677
1,2,15,0.0,0.00023469387755102044,-45.51020408163265,1.096326530612245,13.497467200217095
1,2,16,0.0,0.00023469387755102044,-44.564625850340136,0.7369897959183674,13.08816085590524
1,2,17,1.7006802721088435e-05,0.00026360544217687073,-38.74829931972789,0.4795578231292517,12.577694425981385
1,2,18,0.0015289115646258504,0.0009557823129251701,-23.443877551020407,0.2185034013605442,11.976544059431726
1,2,19,0.00304421768707483,0.004937074829931973,-29.493197278911566,0.3368197278911565,11.462767554987527
1,2,20,0.0025629251700680276,0.007515306122448979,-17.90986394557823,0.6083333333333333,11.145883990593497
1,2,21,0.007358843537414966,0.015017006802721089,-50.756802721088434,1.088673469387755,9.912790506630042
1,2,22,0.0004795918367346939,0.01576700680272109,-43.855442176870746,1.3739115646258504,10.470559096131705
1,2,23,0.0002295918367346939,0.015889455782312926,-48.302721088435376,1.5537925170068028,10.959830382573143
1,3,0,0.00021428571428571427,0.015897959183673472,-48.92006802721088,1.286309523809524,10.803175283017147
1,3,1,0.00019727891156462587,0.0028707482993197276,-44.2687074829932,1.1187414965986395,10.506825886545178
1,3,2,8.503401360544217e-06,0.0,-45.71938775510204,0.9854761904761905,10.383870923982345
1,3,3,1.0204081632653061e-05,0.0,-43.265306122448976,0.808860544217687,10.375408506775846
1,3,4,0.0,0.0,-47.675170068027214,0.9168197278911565,10.284249707134318
1,3,5,0.0,0.0,-51.16156462585034,0.8345578231292518,10.300376921119852
1,3,6,8.503401360544217e-06,1.870748299319728e-05,-38.125850340136054,0.7097108843537415,9.979552433542146
1,3,7,0.0,2.0408163265306123e-05,-37.23979591836735,0.7901530612244898,10.037170352771525
1,3,8,4.0816326530612245e-05,3.061224489795919e-05,-39.69387755102041,0.7091156462585033,9.968072188382719
1,3,9,3.4013605442176872e-06,4.0816326530612245e-05,-38.31292517006803,0.9224659863945578,9.926004954021753
1,3,10,0.0,4.0816326530612245e-05,-39.345238095238095,0.9429931972789116,10.218466485491675
1,3,11,1.1904761904761905e-05,4.421768707482993e-05,-37.36734693877551,0.8586904761904762,10.461821757338976
1,3,12,0.0004183673469387755,0.00030102040816326527,-36.29931972789116,0.6744727891156462,10.488885432983222
1,3,13,0.0013027210884353742,0.0019455782312925171,-32.447278911564624,0.7359863945578231,10.063194778783895
1,3,14,0.00627891156462585,0.005175170068027211,-36.98639455782313,0.462312925170068,9.6384854780751
1,3,15,0.004913265306122449,0.012581632653061224,-37.84013605442177,0.2730952380952381,9.01060471570559
1,3,16,0.00031802721088435373,0.01416156462585034,-40.19387755102041,0.40195578231292517,9.04105807184556
1,3,17,4.0816326530612245e-05,0.014273809523809525,-35.41156462585034,0.4440646258503402,9.01251393621616
1,3,18,1.1904761904761905e-05,0.014403061224489795,-39.535714285714285,0.504829931972789,9.140951033433534
1,3,19,1.7006802721088435e-05,0.014420068027210882,-35.51020408163265,0.43171768707482994,9.199450592289972
1,3,20,0.0002295918367346939,0.01451530612244898,-29.53061224489796,0.43142857142857144,9.3071965528748
1,3,21,0.0006071428571428571,0.015045918367346938,-25.698979591836736,0.5655442176870749,9.314103441674204
1,3,22,0.0007431972789115647,0.015814625850340134,-23.352040816326532,0.5943367346938776,8.815580357468297
1,3,23,0.0008146258503401361,0.016799319727891157,-13.370748299319727,0.6607653061224489,8.192636918341972
1,4,0,0.0005493197278911565,0.017280612244897957,-19.285714285714285,0.5031122448979591,7.960386285420949
1,4,1,0.0011734693877551022,0.0044523809523809525,-7.613945578231292,0.4478571428571428,7.830841482570694
1,4,2,0.0006054421768707483,0.0017959183673469388,-15.054421768707483,0.37326530612244896,7.655314649287126
1,4,3,0.00022448979591836734,0.002129251700680272,-15.547619047619047,0.27721088435374147,7.524800986218353
1,4,4,3.91156462585034e-05,0.002151360544217687,-16.908163265306122,0.18042517006802722,7.486432357290329
1,4,5,5.102040816326531e-06,0.0021564625850340135,-17.581632653061224,0.14068027210884354,7.3831237695995435
1,4,6,1.5306122448979594e-05,0.0020391156462585035,-10.16326530612245,0.09153061224489796,7.169756588177704
1,4,7,3.061224489795919e-05,0.0020340136054421767,-12.556122448979592,0.06425170068027211,7.010290972125481
1,4,8,9.183673469387755e-05,0.0020459183673469388,-18.0765306122449,0.1129761904761905,7.02717628358672
1,4,9,0.0002074829931972789,0.0021887755102040817,-15.358843537414966,0.16062925170068026,7.074775137699359
1,4,10,3.4013605442176872e-06,0.002204081632653061,-25.3078231292517,0.24539115646258503,7.0602195491757
1,4,11,5.102040816326531e-06,0.002204081632653061,-37.63095238095238,0.286343537414966,7.23016284654371
1,4,12,5.102040816326531e-06,0.0022125850340136053,-42.51360544217687,0.5435204081632653,7.7425668785246415
1,4,13,5.102040816326531e-06,0.0022244897959183673,-42.697278911564624,0.5549319727891157,8.037886897352344
1,4,14,5.102040816326531e-06,0.0022329931972789115,-46.95578231292517,0.6570578231292518,8.212544378564292
1,4,15,5.102040816326531e-06,0.0022346938775510204,-48.25,0.6403571428571428,8.35144848652053
1,4,16,5.952380952380953e-05,0.0022568027210884355,-46.45238095238095,0.6511394557823129,8.214406856722555
1,4,17,0.0001836734693877551,0.0024676870748299323,-34.58673469387755,0.2659183673469388,7.697583816919361
1,4,18,0.0,0.0025204081632653062,-32.42857142857143,0.182687074829932,7.5161456243628555
1,4,19,0.001576530612244898,0.003166666666666667,-22.29421768707483,0.14967687074829933,7.375180033793686
1,4,20,0.0014149659863945578,0.00539795918367347,-13.863945578231293,0.18564625850340136,6.664640484862864
1,4,21,0.0012857142857142856,0.006615646258503401,-0.5748299319727891,0.4557993197278911,5.497144032602646
1,4,22,0.0016377551020408162,0.007972789115646257,-5.081632653061225,0.5565816326530612,4.47851414071612
1,4,23,0.003025510204081633,0.010812925170068027,-11.770408163265307,0.5479081632653061,3.598345546905846
1,5,0,0.00045068027210884356,0.012421768707482994,-30.937074829931973,0.164421768707483,3.103111794651794
1,5,1,2.2108843537414966e-05,0.0023962585034013606,-41.954081632653065,0.3405442176870748,3.341688637436985
1,5,2,1.7006802721088436e-06,1.7006802721088436e-06,-42.21938775510204,0.31384353741496596,3.1001750430741852
1,5,3,3.4013605442176872e-06,1.0204081632653061e-05,-39.11734693877551,0.3062244897959184,2.4244892404018987
1,5,4,3.4013605442176872e-06,2.0408163265306123e-05,-42.505102040816325,0.3879251700680272,2.2209423088424103
1,5,5,3.4013605442176872e-06,2.0408163265306123e-05,-47.755102040816325,0.3879591836734694,1.9866946035680606
1,5,6,5.102040816326531e-06,2.0408163265306123e-05,-45.61734693877551,0.5273299319727891,1.6260025566330873
1,5,7,6.8027210884353745e-06,3.061224489795919e-05,-47.445578231292515,0.5818877551020408,1.636885277467996
1,5,8,1.0204081632653061e-05,4.0816326530612245e-05,-47.47959183673469,0.6515816326530612,1.7898736628464187
1,5,9,5.102040816326531e-06,4.591836734693877e-05,-43.724489795918366,0.7108163265306122,2.2635352688189196
1,5,10,0.0,5.10204081632653e-05,-51.37755102040816,0.7901020408163265,2.742602907723301
1,5,11,6.8027210884353745e-06,5.10204081632653e-05,-45.10204081632653,0.8483843537414967,3.2678499350028654
1,5,12,1.870748299319728e-05,5.10204081632653e-05,-45.226190476190474,0.834421768707483,3.8569547638463164
1,5,13,3.4013605442176872e-06,5.952380952380953e-05,-48.7687074829932,0.8796428571428572,4.5669928227026295
1,5,14,0.0,6.122448979591838e-05,-49.585034013605444,0.774047619047619,5.12138651720631
1,5,15,5.102040816326531e-06,6.122448979591838e-05,-41.6156462585034,0.7094897959183674,5.621272307501369
1,5,16,5.102040816326531e-06,7.142857142857143e-05,-37.82312925170068,0.9420238095238095,5.833635150230111
1,5,17,5.102040816326531e-06,7.82312925170068e-05,-44.61734693877551,0.7814795918367347,5.738882342795262
1,5,18,0.0,8.163265306122449e-05,-46.2891156462585,0.6276020408163265,5.583492297609081
1,5,19,1.5306122448979594e-05,8.163265306122449e-05,-47.57312925170068,0.7032993197278912,5.323515487465362
1,5,20,0.00011564625850340137,9.523809523809524e-05,-47.734693877551024,0.5921258503401361,4.8866677779099
1,5,21,3.91156462585034e-05,0.00012755102040816325,-46.11734693877551,0.754812925170068,4.982850335166011
1,5,22,0.00010714285714285714,0.00017346938775510205,-45.04421768707483,0.5799319727891157,5.027806698498398
1,5,23,0.001314625850340136,0.0016700680272108844,-41.24659863945578,0.288656462585034,4.913855500988811
1,6,0,0.0012142857142857142,0.002630952380952381,-25.583333333333332,0.2506292517006803,4.548937388739401
1,6,1,0.00016666666666666666,0.0005901360544217687,-35.066326530612244,0.24736394557823127,4.2939349374334945
1,6,2,8.503401360544217e-06,0.0,-40.195578231292515,0.3710204081632653,4.250691063312194
1,6,3,9.863945578231294e-05,2.0408163265306123e-05,-31.38095238095238,0.29780612244897964,3.913809614493408
1,6,4,0.0002891156462585034,0.00032653061224489796,-29.214285714285715,0.21921768707482994,3.662626317759369
1,6,5,5.102040816326531e-06,0.00033673469387755106,-33.31972789115646,0.19423469387755102,3.6806837689790757
1,6,6,5.102040816326531e-06,0.0003452380952380953,-18.5765306122449,0.08287414965986394,3.568534297242605
1,6,7,0.0,0.0003469387755102041,-15.32482993197279,0.06459183673469387,3.4560055246640187
1,6,8,5.102040816326531e-06,0.0003469387755102041,-15.85204081632653,0.06967687074829931,2.868429080490261
1,6,9,1.7006802721088435e-05,0.0003673469387755102,-5.2023809523809526,0.03227891156462585,2.024169187796602
1,6,10,1.1904761904761905e-05,0.00038095238095238096,-2.4642857142857144,0.0336734693877551,1.6915328930669182
1,6,11,1.3605442176870749e-05,0.0004013605442176871,-11.918367346938776,0.06948979591836735,2.4135417169912277
1,6,12,5.102040816326531e-06,0.00041156462585034014,-25.025510204081634,0.1411734693877551,3.8219288339878092
1,6,13,1.0204081632653061e-05,0.00042857142857142855,-39.85884353741496,0.21780612244897957,4.66471915554395
1,6,14,6.8027210884353745e-06,0.0004336734693877551,-39.58673469387755,0.36386054421768704,5.548585565357889
1,6,15,5.102040816326531e-06,0.0004489795918367347,-35.9421768707483,0.4745748299319728,5.734758864466707
1,6,16,1.7006802721088436e-06,0.0004489795918367347,-30.69047619047619,0.3358503401360544,5.30401726448296
1,6,17,5.102040816326531e-06,0.0004574829931972789,-8.965986394557824,0.19168367346938775,4.626342311007698
1,6,18,1.0204081632653061e-05,0.0004693877551020409,-9.477891156462585,0.10130952380952381,3.4976546444123016
1,6,19,6.8027210884353745e-06,0.0004812925170068028,-5.780612244897959,0.16845238095238094,2.930898217869153
1,6,20,1.0204081632653061e-05,0.0004982993197278911,7.241496598639456,0.27255102040816326,2.8668098684883763
1,6,21,0.0,0.0005,-0.5476190476190477,0.3986394557823129,3.089841552880847
1,6,22,1.0204081632653061e-05,0.0005,-1.2891156462585034,0.4712585034013606,3.2202859985569314
1,6,23,3.4013605442176872e-06,0.0005034013605442176,-9.86734693877551,0.4897619047619048,3.339683288011892
1,7,0,0.0,0.000510204081632653,-5.557823129251701,0.6212925170068027,3.6622802544230537
1,7,1,5.102040816326531e-06,9.35374149659864e-05,-15.964285714285714,0.8034353741496599,4.012457079333735
1,7,2,3.4013605442176872e-06,0.0,-15.846938775510203,0.9357823129251701,4.3556242867410075
1,7,3,0.0,0.0,-17.02891156462585,0.9808163265306122,4.382462446195651
1,7,4,0.00011394557823129253,1.870748299319728e-05,-21.739795918367346,0.9791496598639456,4.0134961338128905
1,7,5,0.0005136054421768707,0.00032993197278911564,-18.01530612244898,0.9803401360544218,3.343414755421135
1,7,6,7.482993197278911e-05,0.0006598639455782313,-24.687074829931973,0.9545578231292516,3.419947151937092
1,7,7,0.0,0.0006734693877551021,-17.132653061224488,0.9057993197278912,3.758197241713708
1,7,8,1.7006802721088436e-06,0.0006734693877551021,-24.882653061224488,0.9135204081632653,4.057558711368647
1,7,9,2.2108843537414966e-05,0.0006887755102040817,-22.479591836734695,0.6910884353741497,4.345882263637298
1,7,10,0.0,0.0007142857142857143,-16.875850340136054,0.5649149659863946,4.501034753592127
1,7,11,3.4013605442176872e-06,0.0007142857142857143,-31.933673469387756,0.6200680272108844,5.026116002690483
1,7,12,0.0,0.0007142857142857143,-24.790816326530614,0.7285714285714285,5.576942974806298
1,7,13,0.001870748299319728,0.001608843537414966,-39.714285714285715,0.7787925170068027,5.726628525351072
1,7,14,0.0007023809523809525,0.0035051020408163264,-39.40986394557823,0.6322448979591837,5.079154472022242
1,7,15,4.931972789115647e-05,0.0035561224489795923,-43.4812925170068,0.7822959183673469,5.255007500139595
1,7,16,0.0003639455782312925,0.003658163265306123,-39.06802721088435,0.7891326530612245,4.850060830686368
1,7,17,0.00039965986394557823,0.004340136054421769,-35.50340136054422,0.7413095238095238,3.845812291689507
1,7,18,1.870748299319728e-05,0.004416666666666667,-22.777210884353742,0.25268707482993197,2.244762881249039
1,7,19,6.8027210884353745e-06,0.004438775510204081,-22.812925170068027,0.20666666666666667,2.2244352393333204
1,7,20,0.0,0.004438775510204081,-20.362244897959183,0.21972789115646257,2.5600033918059486
1,7,21,1.7006802721088435e-05,0.0044421768707483,-20.44047619047619,0.15768707482993197,2.952341907920738
1,7,22,0.0,0.004448979591836735,-20.352040816326532,0.1530952380952381,3.269352126555719
1,7,23,0.0,0.004448979591836735,-16.967687074829932,0.10086734693877551,3.289190120958585
1,8,0,1.0204081632653061e-05,0.004459183673469387,-33.48979591836735,0.161921768707483,3.267893218182196
1,8,1,5.102040816326531e-06,0.0008639455782312926,-24.270408163265305,0.143078231292517,2.887635675249674
1,8,2,5.102040816326531e-06,4.0816326530612245e-05,-23.950680272108844,0.18246598639455783,2.370922508155722
1,8,3,6.8027210884353745e-06,4.0816326530612245e-05,-22.0578231292517,0.15188775510204083,1.8904955999286126
1,8,4,1.0204081632653061e-05,4.0816326530612245e-05,-37.21938775510204,0.19770408163265307,1.5731581563434525
1,8,5,0.0,4.0816326530612245e-05,-20.935374149659864,0.1170578231292517,1.3704784517013666
1,8,6,1.0204081632653061e-05,5.10204081632653e-05,-15.047619047619047,0.11967687074829933,1.026896022807296
1,8,7,3.4013605442176872e-06,5.10204081632653e-05,-7.389455782312925,0.11913265306122449,0.8903128480626302
1,8,8,1.7006802721088435e-05,5.10204081632653e-05,-9.27891156462585,0.1353061224489796,1.0770780789541259
1,8,9,1.1904761904761905e-05,3.231292517006803e-05,-18.14455782312925,0.2623639455782313,1.2071388689400926
1,8,10,0.0,3.061224489795919e-05,-16.829931972789115,0.41437074829931975,1.595869692443649
1,8,11,3.231292517006803e-05,3.061224489795919e-05,-19.170068027210885,0.6046938775510204,2.329003164469975
1,8,12,6.8027210884353745e-06,3.061224489795919e-05,-10.712585034013605,0.7331292517006802,2.98924352444515
1,8,13,0.0001394557823129252,4.591836734693877e-05,-6.48469387755102,0.8573979591836735,3.532769928637401
1,8,14,0.001454081632653061,0.0013741496598639457,16.967687074829932,0.877295918367347,3.5821837157882044
1,8,15,0.000969387755102041,0.0025493197278911566,4.583333333333333,0.9260374149659863,3.789751027379969
1,8,16,0.00013775510204081632,0.002819727891156463,4.846938775510204,0.9560374149659864,4.425937928105673
1,8,17,0.00028401360544217687,0.0031377551020408162,4.1768707482993195,0.9852551020408163,4.963153410942657
1,8,18,0.000532312925170068,0.0036139455782312926,-5.559523809523809,1.1108333333333333,5.570308282658315
1,8,19,0.0009387755102040818,0.004493197278911565,0.7755102040816326,1.0037244897959183,5.898984695733579
1,8,20,0.0012568027210884353,0.0056547619047619055,7.957482993197279,0.9427380952380953,6.1425204304826675
1,8,21,0.0005799319727891156,0.006518707482993198,9.653061224489797,0.8743197278911565,6.265186123857001
1,8,22,0.0007465986394557823,0.007108843537414966,3.195578231292517,0.7979421768707483,6.509495681806247
1,8,23,0.0022125850340136053,0.009142857142857144,5.209183673469388,0.3628401360544218,6.50532782226688
1,9,0,0.0029625850340136055,0.01197108843537415,-34.59183673469388,0.46882653061224494,6.502943685325158
1,9,1,0.0036139455782312926,0.0044523809523809525,-20.79591836734694,1.3516496598639456,6.125643606536719
1,9,2,0.0019404761904761906,0.004159863945578232,-32.47278911564626,1.5129931972789115,5.619157156721925
1,9,3,0.00014625850340136055,0.004814625850340136,-35.935374149659864,1.0554251700680273,5.624183769972494
1,9,4,2.380952380952381e-05,0.004826530612244898,-37.0,1.2226530612244897,5.7089097041943635
1,9,5,2.0408163265306123e-05,0.004826530612244898,-38.18197278911565,1.1007993197278911,5.718621056463314
1,9,6,1.3605442176870749e-05,0.004826530612244898,-41.14625850340136,1.0710884353741497,5.452372786465443
1,9,7,0.00013605442176870748,0.004920068027210885,-43.583333333333336,0.7804591836734694,5.090069032132452
1,9,8,0.00010714285714285714,0.005023809523809524,-44.27891156462585,0.8356122448979592,4.806724475742684
1,9,9,5.10204081632653e-05,0.005085034013605443,-49.39625850340136,0.7445238095238095,4.391730628021954
1,9,10,0.00034013605442176874,0.005260204081632653,-44.55612244897959,0.4535884353741496,4.447562769082395
1,9,11,5.4421768707482996e-05,0.005540816326530612,-46.61054421768708,0.46011904761904765,4.610110811215341
1,9,12,8.503401360544217e-06,0.005551020408163266,-47.41326530612245,0.6450340136054421,5.181229216282026
1,9,13,1.1904761904761905e-05,0.005568027210884354,-49.27210884353742,0.6193707482993197,5.957793279740103
1,9,14,1.1904761904761905e-05,0.0055816326530612245,-46.275510204081634,0.5530612244897959,6.4533452659132005
1,9,15,5.102040816326531e-06,0.005591836734693878,-41.22789115646258,0.4504931972789115,6.512034499431949
1,9,16,8.503401360544217e-06,0.005593537414965987,-43.256802721088434,0.4412244897959184,6.40718280092311
1,9,17,1.1904761904761905e-05,0.005602040816326531,-29.510204081632654,0.17348639455782314,5.758796677584861
1,9,18,5.102040816326531e-06,0.005607142857142857,-17.0765306122449,0.11908163265306122,4.992475631600272
1,9,19,5.102040816326531e-06,0.005612244897959184,-1.3180272108843538,0.07173469387755102,3.6545798567212464
1,9,20,5.102040816326531e-06,0.005620748299319728,-1.185374149659864,0.08329931972789115,2.927224245783889
1,9,21,3.4013605442176872e-06,0.005622448979591837,-1.25,0.050085034013605444,2.0082735366768896
1,9,22,1.1904761904761905e-05,0.005642857142857143,-1.6887755102040816,0.048367346938775514,1.2642721761602589
1,9,23,5.102040816326531e-06,0.005642857142857143,-1.5935374149659864,0.05272108843537415,0.897757953068029
1,10,0,5.102040816326531e-06,0.005653061224489796,-1.3996598639455782,0.06130952380952381,0.556092788997958
1,10,1,5.102040816326531e-06,0.001207482993197279,2.2346938775510203,0.059336734693877555,0.12931301698210182
1,10,2,5.102040816326531e-06,0.00013095238095238096,0.9795918367346939,0.05358843537414966,-0.10224050429997772
1,10,3,5.102040816326531e-06,0.0001394557823129252,0.336734693877551,0.05370748299319728,-0.26999214009719047
1,10,4,8.503401360544217e-06,0.00014285714285714287,2.253401360544218,0.05034013605442177,-0.5015465368680259
1,10,5,5.102040816326531e-06,0.00014285714285714287,0.5901360544217688,0.04972789115646258,-0.697316255240322
1,10,6,0.0,0.00014285714285714287,2.6581632653061225,0.07789115646258503,-0.5802416389074134
1,10,7,0.0,0.00014285714285714287,5.285714285714286,0.10003401360544217,-0.3251727137890059
1,10,8,0.0,0.00011904761904761906,10.210884353741497,0.14833333333333334,-0.42877819957796304
1,10,9,0.0,7.142857142857143e-05,6.401360544217687,0.1288265306122449,-0.6310932255644248
1,10,10,0.0,7.142857142857143e-05,9.246598639455783,0.09535714285714286,-0.5871970444373403
1,10,11,5.102040816326531e-06,7.993197278911565e-05,7.464285714285714,0.1195918367346939,-0.37605419141376173
1,10,12,4.931972789115647e-05,8.333333333333333e-05,10.646258503401361,0.13207482993197278,0.03576747509063057
1,10,13,4.421768707482993e-05,9.523809523809524e-05,-5.217687074829932,0.10438775510204082,0.4694359509666254
1,10,14,8.503401360544217e-06,0.00010714285714285714,-0.1445578231292517,0.0882312925170068,0.7613845590273534
1,10,15,1.1904761904761905e-05,0.00011734693877551022,-5.98639455782313,0.08454081632653061,0.7959107688998261
1,10,16,6.8027210884353745e-06,0.00012414965986394557,12.081632653061224,0.14920068027210884,0.7813375460752984
1,10,17,3.4013605442176872e-06,0.0001326530612244898,8.64795918367347,0.15460884353741497,0.7685251970523523
1,10,18,5.102040816326531e-06,0.0001326530612244898,9.634353741496598,0.1892517006802721,0.8398059985425078
1,10,19,5.102040816326531e-06,0.0001326530612244898,-0.28061224489795916,0.185765306122449,0.9329264401516322
1,10,20,6.8027210884353745e-06,0.00014285714285714287,6.819727891156463,0.12671768707482994,0.8702830627605186
1,10,21,3.4013605442176872e-06,0.0001530612244897959,3.5153061224489797,0.1439965986394558,0.7356577039627108
1,10,22,5.102040816326531e-06,0.0001530612244897959,22.773809523809526,0.1584013605442177,0.6914249139369095
1,10,23,1.7006802721088436e-06,0.00015476190476190475,41.17857142857143,0.25673469387755105,0.786435085383489
1,11,0,3.4013605442176872e-06,0.00016326530612244898,25.658163265306122,0.20379251700680273,0.9064012002978632
1,11,1,5.102040816326531e-06,6.97278911564626e-05,7.425170068027211,0.1722278911564626,0.965048627347247
1,11,2,0.0,5.10204081632653e-05,2.8945578231292517,0.17802721088435375,0.8956180554589485
1,11,3,5.102040816326531e-06,5.10204081632653e-05,0.3758503401360544,0.08656462585034014,0.6421890485244107
1,11,4,0.0,5.10204081632653e-05,8.681972789115646,0.07108843537414966,0.4198136364638875
1,11,5,0.0,5.10204081632653e-05,11.448979591836734,0.07809523809523809,0.2226522867190168
1,11,6,0.0,5.10204081632653e-05,5.0646258503401365,0.07683673469387756,-0.008265463466573818
1,11,7,0.0,5.10204081632653e-05,7.020408163265306,0.09726190476190476,0.01058867094411965
1,11,8,0.0,5.10204081632653e-05,0.6938775510204082,0.07634353741496598,0.12052919957266041
1,11,9,0.0,5.10204081632653e-05,-0.07142857142857142,0.06486394557823129,-0.01290595612663971
1,11,10,3.4013605442176872e-06,5.272108843537415e-05,11.753401360544217,0.14210884353741496,0.5116844935543842
1,11,11,1.5306122448979594e-05,7.142857142857143e-05,1.6921768707482994,0.12421768707482994,1.5075713328491702
1,11,12,1.0204081632653061e-05,7.82312925170068e-05,8.180272108843537,0.19387755102040816,2.9124889618120076
1,11,13,6.8027210884353745e-06,8.843537414965987e-05,3.751700680272109,0.21503401360544216,4.430959102644291
1,11,14,5.102040816326531e-06,7.653061224489796e-05,-9.891156462585034,0.15979591836734694,4.869437340667951
1,11,15,5.102040816326531e-06,5.10204081632653e-05,-13.658163265306122,0.16714285714285715,5.2120766656988895
1,11,16,5.102040816326531e-06,5.10204081632653e-05,-7.379251700680272,0.1920578231292517,5.5713410947025395
1,11,17,0.0,5.10204081632653e-05,-4.7687074829931975,0.09860544217687076,5.347895672760258
1,11,18,0.0,5.10204081632653e-05,1.4438775510204083,0.04107142857142858,3.770633582370703
1,11,19,8.503401360544217e-06,5.952380952380953e-05,1.2431972789115646,0.039710884353741496,2.1297323162347572
1,11,20,0.0,6.122448979591838e-05,1.6105442176870748,0.03744897959183673,1.01423156271567
1,11,21,0.0,6.122448979591838e-05,1.064625850340136,0.04360544217687075,0.5841500041571912
1,11,22,0.0,6.122448979591838e-05,-3.557823129251701,0.046802721088435376,0.6545239015325331
1,11,23,0.0,6.122448979591838e-05,-3.316326530612245,0.051173469387755105,0.4124173104571465
1,12,0,0.0,6.122448979591838e-05,-4.36734693877551,0.05343537414965987,0.10426446991286281
1,12,1,0.0,1.0204081632653061e-05,-0.9795918367346939,0.05086734693877551,-0.07798175564291883
1,12,2,5.102040816326531e-06,0.0,-0.6292517006802721,0.06335034013605442,0.05299078103843421
1,12,3,0.0,0.0,-5.767006802721088,0.0910374149659864,0.7129980711677674
1,12,4,0.0,0.0,-2.4115646258503403,0.08474489795918368,1.1846231120830866
